"","X","SiteUID","Paper_ID","Treatment","UniqueFragID","Fragment_size_ha","Response","Sample_size_sum","Mist_net_hours","site_value","Cont_Paper_ID","Cont_SiteUID","Cont_UniqueFragID","Cont_Fragment_size_ha","Cont_Sample_size_sum","Cont_Value","lnRR","Comparison","Type","Partner_Paper_ID","Partner_SiteUID","Partner_UniqueFragID","Partner_Fragment_size_ha","Partner_Sample_size_sum","Partner_site_value","Response_site","Mist_net_hours_site","Sample_size","Rate","Treatment_site","UniqueFragID_site","Unique_name","Fragment_size_ha_site","Latitude","Longitude","Matrix_mean","Forest_Group","Elevation","Rainfall_mm","Forest_type","Country","Publication.Year","SiteUID_new","Cont_loc_key_new","Cont_SiteUID_generated_new","Cont_SiteUID_new","pooled_cont_new","lnRR_input","Value","nt","nc","nt_fix","nc_fix","vi_raw","vi","se_obs","lnRR_for_plot","Elevation_s","Rainfall_mm_s","Latitude_s","Longitude_s","Fragment_size_ha_s","forest_area_ref_ha","log_forest_area_ref","log_forest_area_ref_s","log_size_small","log_size_small_s","lnRR_plot"
"1085",1104,"Frag__41_-1.835563621_-59.59555736_7.28_NA",41,"Frag","41_-1.835563621_-59.59555736_7.28_NA",7.28,5,1,52,5,NA,NA,NA,NA,NA,NA,0,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.762404777_-59.67868363_13.41_NA","41_-1.762404777_-59.67868363_13.41_NA",13.41,1,5,5,52,1,0.0961538461538462,"Frag","41_-1.835563621_-59.59555736_7.28_NA",NA,7.28,-1.835563621,-59.59555736,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.835563621_-59.59555736_7.28_NA",NA,NA,NA,FALSE,5,5,1,1,1,1,2,2,1.4142135623731,0,-0.626308882313611,0.666590089376158,-0.616897688140878,-0.868226738711068,-0.232933851052428,13.41,2.59600069729359,-1.01168657761962,1.98513086220859,-0.34934834435794,0
"1086",1105,"Frag__41_-1.766578965_-59.36342323_5.85_NA",41,"Frag","41_-1.766578965_-59.36342323_5.85_NA",5.85,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.29928298413026,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.835563621_-59.59555736_7.28_NA","41_-1.835563621_-59.59555736_7.28_NA",7.28,1,5,1,52,1,0.0192307692307692,"Frag","41_-1.766578965_-59.36342323_5.85_NA",NA,5.85,-1.766578965,-59.36342323,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.766578965_-59.36342323_5.85_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.29928298413026,-0.626308882313611,0.666590089376158,-0.611920429217152,-0.865544888471772,-0.235407785824775,7.28,1.98513086220859,-1.25814625849727,1.76644166124377,-0.454162996721566,1.29928298413026
"1087",1106,"Frag__41_-1.835563621_-59.59555736_7.28_NA",41,"Frag","41_-1.835563621_-59.59555736_7.28_NA",7.28,5,1,52,5,NA,NA,NA,NA,NA,NA,-0.31015492830384,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.7681468_-59.75461755_487.5_NA","41_-1.7681468_-59.75461755_487.5_NA",487.5,1,7,5,52,1,0.0961538461538462,"Frag","41_-1.835563621_-59.59555736_7.28_NA",NA,7.28,-1.835563621,-59.59555736,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.835563621_-59.59555736_7.28_NA",NA,NA,NA,FALSE,5,5,1,1,1,1,2,2,1.4142135623731,0.31015492830384,-0.626308882313611,0.666590089376158,-0.616897688140878,-0.868226738711068,-0.232933851052428,487.5,6.1892902904379,0.438051084257381,1.98513086220859,-0.34934834435794,0.31015492830384
"1088",1107,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.29928298413026,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.835563621_-59.59555736_7.28_NA","41_-1.835563621_-59.59555736_7.28_NA",7.28,1,5,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.29928298413026,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,7.28,1.98513086220859,-1.25814625849727,1.26129787094521,-0.696271297178081,1.29928298413026
"1089",1108,"Frag__41_-1.835563621_-59.59555736_7.28_NA",41,"Frag","41_-1.835563621_-59.59555736_7.28_NA",7.28,5,1,52,5,NA,NA,NA,NA,NA,NA,0.200670695462151,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.789548816_-59.44814508_21.21_NA","41_-1.789548816_-59.44814508_21.21_NA",21.21,1,4,5,52,1,0.0961538461538462,"Frag","41_-1.835563621_-59.59555736_7.28_NA",NA,7.28,-1.835563621,-59.59555736,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.835563621_-59.59555736_7.28_NA",NA,NA,NA,FALSE,5,5,1,1,1,1,2,2,1.4142135623731,-0.200670695462151,-0.626308882313611,0.666590089376158,-0.616897688140878,-0.868226738711068,-0.232933851052428,21.21,3.05447276857659,-0.82671283380397,1.98513086220859,-0.34934834435794,-0.200670695462151
"1090",1109,"Frag__41_-1.835563621_-59.59555736_7.28_NA",41,"Frag","41_-1.835563621_-59.59555736_7.28_NA",7.28,5,1,52,5,NA,NA,NA,NA,NA,NA,0.200670695462151,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.794787003_-59.51288422_1466_NA","41_-1.794787003_-59.51288422_1466_NA",1466,1,4,5,52,1,0.0961538461538462,"Frag","41_-1.835563621_-59.59555736_7.28_NA",NA,7.28,-1.835563621,-59.59555736,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.835563621_-59.59555736_7.28_NA",NA,NA,NA,FALSE,5,5,1,1,1,1,2,2,1.4142135623731,-0.200670695462151,-0.626308882313611,0.666590089376158,-0.616897688140878,-0.868226738711068,-0.232933851052428,1466,7.2902928824466,0.882258232633218,1.98513086220859,-0.34934834435794,-0.200670695462151
"1091",1110,"Frag__41_-1.829391606_-59.63268659_3.94_NA",41,"Frag","41_-1.829391606_-59.63268659_3.94_NA",3.94,6,1,52,6,NA,NA,NA,NA,NA,NA,0.167054084663166,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.835563621_-59.59555736_7.28_NA","41_-1.835563621_-59.59555736_7.28_NA",7.28,1,5,6,52,1,0.115384615384615,"Frag","41_-1.829391606_-59.63268659_3.94_NA",NA,3.94,-1.829391606,-59.63268659,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.829391606_-59.63268659_3.94_NA",NA,NA,NA,FALSE,6,6,1,1,1,1,2,2,1.4142135623731,-0.167054084663166,-0.626308882313611,0.666590089376158,-0.616452375827715,-0.868655693446679,-0.238712132268958,7.28,1.98513086220859,-1.25814625849727,1.37118072330984,-0.643605994453895,-0.167054084663166
"1092",1111,"Frag__41_-1.835563621_-59.59555736_7.28_NA",41,"Frag","41_-1.835563621_-59.59555736_7.28_NA",7.28,5,1,52,5,NA,NA,NA,NA,NA,NA,1.29928298413026,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.830513692_-59.68669069_110.43_NA","41_-1.830513692_-59.68669069_110.43_NA",110.43,1,1,5,52,1,0.0961538461538462,"Frag","41_-1.835563621_-59.59555736_7.28_NA",NA,7.28,-1.835563621,-59.59555736,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.835563621_-59.59555736_7.28_NA",NA,NA,NA,FALSE,5,5,1,1,1,1,2,2,1.4142135623731,-1.29928298413026,-0.626308882313611,0.666590089376158,-0.616897688140878,-0.868226738711068,-0.232933851052428,110.43,4.70438183605904,-0.161045552668245,1.98513086220859,-0.34934834435794,-1.29928298413026
"1093",1112,"Frag__41_-1.833397066_-59.42089995_1.52_NA",41,"Frag","41_-1.833397066_-59.42089995_1.52_NA",1.52,7,1,52,7,NA,NA,NA,NA,NA,NA,0.310154928303839,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.835563621_-59.59555736_7.28_NA","41_-1.835563621_-59.59555736_7.28_NA",7.28,1,5,7,52,1,0.134615384615385,"Frag","41_-1.833397066_-59.42089995_1.52_NA",NA,1.52,-1.833397066,-59.42089995,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.833397066_-59.42089995_1.52_NA",NA,NA,NA,FALSE,7,7,1,1,1,1,2,2,1.4142135623731,-0.310154928303839,-0.626308882313611,0.666590089376158,-0.616741370695336,-0.866208918165665,-0.242898791114467,7.28,1.98513086220859,-1.25814625849727,0.418710334858185,-1.10011162990255,-0.310154928303839
"1094",1113,"Frag__41_-1.488945521_-59.78692275_17.45_NA",41,"Frag","41_-1.488945521_-59.78692275_17.45_NA",17.45,4,1,52,4,NA,NA,NA,NA,NA,NA,-0.635988766719997,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.8416778_-59.3516247_32.92_NA","41_-1.8416778_-59.3516247_32.92_NA",32.92,1,8,4,52,1,0.0769230769230769,"Frag","41_-1.488945521_-59.78692275_17.45_NA",NA,17.45,-1.488945521,-59.78692275,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.488945521_-59.78692275_17.45_NA",NA,NA,NA,FALSE,4,4,1,1,1,1,2,2,1.4142135623731,0.635988766719997,-0.626308882313611,0.666590089376158,-0.591889111866324,-0.870437586883047,-0.21533950375539,32.92,3.49408037580887,-0.649350089128949,2.85933964864844,0.0696476080697972,0.635988766719997
"1095",1114,"Frag__41_-1.8416778_-59.3516247_32.92_NA",41,"Frag","41_-1.8416778_-59.3516247_32.92_NA",32.92,8,1,52,8,NA,NA,NA,NA,NA,NA,0.635988766719997,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.503196433_-59.82252505_53.3_NA","41_-1.503196433_-59.82252505_53.3_NA",53.3,1,4,8,52,1,0.153846153846154,"Frag","41_-1.8416778_-59.3516247_32.92_NA",NA,32.92,-1.8416778,-59.3516247,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.8416778_-59.3516247_32.92_NA",NA,NA,NA,FALSE,8,8,1,1,1,1,2,2,1.4142135623731,-0.635988766719997,-0.626308882313611,0.666590089376158,-0.617338827573232,-0.865408579819081,-0.188576027581823,53.3,3.9759363311718,-0.454941954749197,3.49408037580887,0.373869894149007,-0.635988766719997
"1096",1115,"Frag__41_-1.507224608_-59.78904856_13.59_NA",41,"Frag","41_-1.507224608_-59.78904856_13.59_NA",13.59,2,1,52,2,NA,NA,NA,NA,NA,NA,-1.22377543162212,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.8416778_-59.3516247_32.92_NA","41_-1.8416778_-59.3516247_32.92_NA",32.92,1,8,2,52,1,0.0384615384615385,"Frag","41_-1.507224608_-59.78904856_13.59_NA",NA,13.59,-1.507224608,-59.78904856,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.507224608_-59.78904856_13.59_NA",NA,NA,NA,FALSE,2,2,1,1,1,1,2,2,1.4142135623731,1.22377543162212,-0.626308882313611,0.666590089376158,-0.593207952231177,-0.870462146408427,-0.222017397616409,32.92,3.49408037580887,-0.649350089128949,2.60933422816305,-0.0501764670175316,1.22377543162212
"1097",1116,"Frag__41_-1.52268922_-59.82890426_1.15_NA",41,"Frag","41_-1.52268922_-59.82890426_1.15_NA",1.15,3,1,52,3,NA,NA,NA,NA,NA,NA,-0.887303195000903,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.8416778_-59.3516247_32.92_NA","41_-1.8416778_-59.3516247_32.92_NA",32.92,1,8,3,52,1,0.0576923076923077,"Frag","41_-1.52268922_-59.82890426_1.15_NA",NA,1.15,-1.52268922,-59.82890426,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.52268922_-59.82890426_1.15_NA",NA,NA,NA,FALSE,3,3,1,1,1,1,2,2,1.4142135623731,0.887303195000903,-0.626308882313611,0.666590089376158,-0.594323727572276,-0.870922600106392,-0.243538900111508,32.92,3.49408037580887,-0.649350089128949,0.139761942375159,-1.23380766361847,0.887303195000903
"1098",1117,"Frag__41_-1.8416778_-59.3516247_32.92_NA",41,"Frag","41_-1.8416778_-59.3516247_32.92_NA",32.92,8,1,52,8,NA,NA,NA,NA,NA,NA,0.635988766719997,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.559914341_-59.89267806_98.84_NA","41_-1.559914341_-59.89267806_98.84_NA",98.84,1,4,8,52,1,0.153846153846154,"Frag","41_-1.8416778_-59.3516247_32.92_NA",NA,32.92,-1.8416778,-59.3516247,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.8416778_-59.3516247_32.92_NA",NA,NA,NA,FALSE,8,8,1,1,1,1,2,2,1.4142135623731,-0.635988766719997,-0.626308882313611,0.666590089376158,-0.617338827573232,-0.865408579819081,-0.188576027581823,98.84,4.59350238112041,-0.205780639442107,3.49408037580887,0.373869894149007,-0.635988766719997
"1099",1118,"Frag__41_-1.584634166_-59.87229394_2.17_NA",41,"Frag","41_-1.584634166_-59.87229394_2.17_NA",2.17,2,1,52,2,NA,NA,NA,NA,NA,NA,-1.22377543162212,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.8416778_-59.3516247_32.92_NA","41_-1.8416778_-59.3516247_32.92_NA",32.92,1,8,2,52,1,0.0384615384615385,"Frag","41_-1.584634166_-59.87229394_2.17_NA",NA,2.17,-1.584634166,-59.87229394,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.584634166_-59.87229394_2.17_NA",NA,NA,NA,FALSE,2,2,1,1,1,1,2,2,1.4142135623731,1.22377543162212,-0.626308882313611,0.666590089376158,-0.598793069787423,-0.871423881945865,-0.241774275308855,32.92,3.49408037580887,-0.649350089128949,0.774727167552368,-0.929477778803332,1.22377543162212
"1100",1119,"Frag__41_-1.588499565_-59.83551205_9.54_NA",41,"Frag","41_-1.588499565_-59.83551205_9.54_NA",9.54,3,1,52,3,NA,NA,NA,NA,NA,NA,-0.887303195000903,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.8416778_-59.3516247_32.92_NA","41_-1.8416778_-59.3516247_32.92_NA",32.92,1,8,3,52,1,0.0576923076923077,"Frag","41_-1.588499565_-59.83551205_9.54_NA",NA,9.54,-1.588499565,-59.83551205,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.588499565_-59.83551205_9.54_NA",NA,NA,NA,FALSE,3,3,1,1,1,1,2,2,1.4142135623731,0.887303195000903,-0.626308882313611,0.666590089376158,-0.599071959221423,-0.87099894003621,-0.229023996097531,32.92,3.49408037580887,-0.649350089128949,2.2554934854602,-0.219767348848281,0.887303195000903
"1101",1120,"Frag__41_-1.8416778_-59.3516247_32.92_NA",41,"Frag","41_-1.8416778_-59.3516247_32.92_NA",32.92,8,1,52,8,NA,NA,NA,NA,NA,NA,0.887303195000903,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.596100945_-59.6328575_1690.04_NA","41_-1.596100945_-59.6328575_1690.04_NA",1690.04,1,3,8,52,1,0.153846153846154,"Frag","41_-1.8416778_-59.3516247_32.92_NA",NA,32.92,-1.8416778,-59.3516247,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.8416778_-59.3516247_32.92_NA",NA,NA,NA,FALSE,8,8,1,1,1,1,2,2,1.4142135623731,-0.887303195000903,-0.626308882313611,0.666590089376158,-0.617338827573232,-0.865408579819081,-0.188576027581823,1690.04,7.43250747627607,0.939635698990646,3.49408037580887,0.373869894149007,-0.887303195000903
"1102",1121,"Frag__41_-1.8416778_-59.3516247_32.92_NA",41,"Frag","41_-1.8416778_-59.3516247_32.92_NA",32.92,8,1,52,8,NA,NA,NA,NA,NA,NA,0.435318071257845,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.627177857_-59.76307791_231.39_NA","41_-1.627177857_-59.76307791_231.39_NA",231.39,1,5,8,52,1,0.153846153846154,"Frag","41_-1.8416778_-59.3516247_32.92_NA",NA,32.92,-1.8416778,-59.3516247,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.8416778_-59.3516247_32.92_NA",NA,NA,NA,FALSE,8,8,1,1,1,1,2,2,1.4142135623731,-0.435318071257845,-0.626308882313611,0.666590089376158,-0.617338827573232,-0.865408579819081,-0.188576027581823,231.39,5.44410459861402,0.137400737402477,3.49408037580887,0.373869894149007,-0.435318071257845
"1103",1122,"Frag__41_-1.8416778_-59.3516247_32.92_NA",41,"Frag","41_-1.8416778_-59.3516247_32.92_NA",32.92,8,1,52,8,NA,NA,NA,NA,NA,NA,0.887303195000903,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.648455486_-59.83199249_673.35_NA","41_-1.648455486_-59.83199249_673.35_NA",673.35,1,3,8,52,1,0.153846153846154,"Frag","41_-1.8416778_-59.3516247_32.92_NA",NA,32.92,-1.8416778,-59.3516247,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.8416778_-59.3516247_32.92_NA",NA,NA,NA,FALSE,8,8,1,1,1,1,2,2,1.4142135623731,-0.887303195000903,-0.626308882313611,0.666590089376158,-0.617338827573232,-0.865408579819081,-0.188576027581823,673.35,6.51226525389605,0.568357578134737,3.49408037580887,0.373869894149007,-0.887303195000903
"1104",1123,"Frag__41_-1.8416778_-59.3516247_32.92_NA",41,"Frag","41_-1.8416778_-59.3516247_32.92_NA",32.92,8,1,52,8,NA,NA,NA,NA,NA,NA,0.635988766719997,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.663733767_-59.71376969_471_NA","41_-1.663733767_-59.71376969_471_NA",471,1,4,8,52,1,0.153846153846154,"Frag","41_-1.8416778_-59.3516247_32.92_NA",NA,32.92,-1.8416778,-59.3516247,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.8416778_-59.3516247_32.92_NA",NA,NA,NA,FALSE,8,8,1,1,1,1,2,2,1.4142135623731,-0.635988766719997,-0.626308882313611,0.666590089376158,-0.617338827573232,-0.865408579819081,-0.188576027581823,471,6.15485809401642,0.424159175286668,3.49408037580887,0.373869894149007,-0.635988766719997
"1105",1124,"Frag__41_-1.8416778_-59.3516247_32.92_NA",41,"Frag","41_-1.8416778_-59.3516247_32.92_NA",32.92,8,1,52,8,NA,NA,NA,NA,NA,NA,0.635988766719997,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.68181303_-59.65279017_72.1_NA","41_-1.68181303_-59.65279017_72.1_NA",72.1,1,4,8,52,1,0.153846153846154,"Frag","41_-1.8416778_-59.3516247_32.92_NA",NA,32.92,-1.8416778,-59.3516247,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.8416778_-59.3516247_32.92_NA",NA,NA,NA,FALSE,8,8,1,1,1,1,2,2,1.4142135623731,-0.635988766719997,-0.626308882313611,0.666590089376158,-0.617338827573232,-0.865408579819081,-0.188576027581823,72.1,4.2780540442909,-0.333050463491557,3.49408037580887,0.373869894149007,-0.635988766719997
"1106",1125,"Frag__41_-1.8416778_-59.3516247_32.92_NA",41,"Frag","41_-1.8416778_-59.3516247_32.92_NA",32.92,8,1,52,8,NA,NA,NA,NA,NA,NA,1.22377543162212,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.69718653_-59.61203811_78.44_NA","41_-1.69718653_-59.61203811_78.44_NA",78.44,1,2,8,52,1,0.153846153846154,"Frag","41_-1.8416778_-59.3516247_32.92_NA",NA,32.92,-1.8416778,-59.3516247,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.8416778_-59.3516247_32.92_NA",NA,NA,NA,FALSE,8,8,1,1,1,1,2,2,1.4142135623731,-1.22377543162212,-0.626308882313611,0.666590089376158,-0.617338827573232,-0.865408579819081,-0.188576027581823,78.44,4.36233400132815,-0.299047129028512,3.49408037580887,0.373869894149007,-1.22377543162212
"1107",1126,"Frag__41_-1.8416778_-59.3516247_32.92_NA",41,"Frag","41_-1.8416778_-59.3516247_32.92_NA",32.92,8,1,52,8,NA,NA,NA,NA,NA,NA,0.635988766719997,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.697857752_-59.78429368_218.74_NA","41_-1.697857752_-59.78429368_218.74_NA",218.74,1,4,8,52,1,0.153846153846154,"Frag","41_-1.8416778_-59.3516247_32.92_NA",NA,32.92,-1.8416778,-59.3516247,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.8416778_-59.3516247_32.92_NA",NA,NA,NA,FALSE,8,8,1,1,1,1,2,2,1.4142135623731,-0.635988766719997,-0.626308882313611,0.666590089376158,-0.617338827573232,-0.865408579819081,-0.188576027581823,218.74,5.38788380990708,0.114718069430382,3.49408037580887,0.373869894149007,-0.635988766719997
"1108",1127,"Frag__41_-1.718200967_-59.75856719_0.83_NA",41,"Frag","41_-1.718200967_-59.75856719_0.83_NA",0.83,3,1,52,3,NA,NA,NA,NA,NA,NA,-0.887303195000903,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.8416778_-59.3516247_32.92_NA","41_-1.8416778_-59.3516247_32.92_NA",32.92,1,8,3,52,1,0.0576923076923077,"Frag","41_-1.718200967_-59.75856719_0.83_NA",NA,0.83,-1.718200967,-59.75856719,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.718200967_-59.75856719_0.83_NA",NA,NA,NA,FALSE,3,3,1,1,1,1,2,2,1.4142135623731,0.887303195000903,-0.626308882313611,0.666590089376158,-0.608429945445551,-0.870109994532145,-0.244092507892732,32.92,3.49408037580887,-0.649350089128949,-0.186329578191493,-1.39009873430749,0.887303195000903
"1109",1128,"Frag__41_-1.8416778_-59.3516247_32.92_NA",41,"Frag","41_-1.8416778_-59.3516247_32.92_NA",32.92,8,1,52,8,NA,NA,NA,NA,NA,NA,0.887303195000903,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.739252703_-59.70506215_637.49_NA","41_-1.739252703_-59.70506215_637.49_NA",637.49,1,3,8,52,1,0.153846153846154,"Frag","41_-1.8416778_-59.3516247_32.92_NA",NA,32.92,-1.8416778,-59.3516247,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.8416778_-59.3516247_32.92_NA",NA,NA,NA,FALSE,8,8,1,1,1,1,2,2,1.4142135623731,-0.887303195000903,-0.626308882313611,0.666590089376158,-0.617338827573232,-0.865408579819081,-0.188576027581823,637.49,6.45753859063504,0.546277725458872,3.49408037580887,0.373869894149007,-0.887303195000903
"1110",1129,"Frag__41_-1.8416778_-59.3516247_32.92_NA",41,"Frag","41_-1.8416778_-59.3516247_32.92_NA",32.92,8,1,52,8,NA,NA,NA,NA,NA,NA,0.435318071257845,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.73969619_-59.44704839_193_NA","41_-1.73969619_-59.44704839_193_NA",193,1,5,8,52,1,0.153846153846154,"Frag","41_-1.8416778_-59.3516247_32.92_NA",NA,32.92,-1.8416778,-59.3516247,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.8416778_-59.3516247_32.92_NA",NA,NA,NA,FALSE,8,8,1,1,1,1,2,2,1.4142135623731,-0.435318071257845,-0.626308882313611,0.666590089376158,-0.617338827573232,-0.865408579819081,-0.188576027581823,193,5.26269018890489,0.064207832866115,3.49408037580887,0.373869894149007,-0.435318071257845
"1111",1130,"Frag__41_-1.762404777_-59.67868363_13.41_NA",41,"Frag","41_-1.762404777_-59.67868363_13.41_NA",13.41,5,1,52,5,NA,NA,NA,NA,NA,NA,-0.435318071257845,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.8416778_-59.3516247_32.92_NA","41_-1.8416778_-59.3516247_32.92_NA",32.92,1,8,5,52,1,0.0961538461538462,"Frag","41_-1.762404777_-59.67868363_13.41_NA",NA,13.41,-1.762404777,-59.67868363,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.762404777_-59.67868363_13.41_NA",NA,NA,NA,FALSE,5,5,1,1,1,1,2,2,1.4142135623731,0.435318071257845,-0.626308882313611,0.666590089376158,-0.611619260585213,-0.869187098168298,-0.222328801993348,32.92,3.49408037580887,-0.649350089128949,2.59600069729359,-0.0565670404738198,0.435318071257845
"1112",1131,"Frag__41_-1.766578965_-59.36342323_5.85_NA",41,"Frag","41_-1.766578965_-59.36342323_5.85_NA",5.85,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.73460105538811,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.8416778_-59.3516247_32.92_NA","41_-1.8416778_-59.3516247_32.92_NA",32.92,1,8,1,52,1,0.0192307692307692,"Frag","41_-1.766578965_-59.36342323_5.85_NA",NA,5.85,-1.766578965,-59.36342323,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.766578965_-59.36342323_5.85_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.73460105538811,-0.626308882313611,0.666590089376158,-0.611920429217152,-0.865544888471772,-0.235407785824775,32.92,3.49408037580887,-0.649350089128949,1.76644166124377,-0.454162996721566,1.73460105538811
"1113",1132,"Frag__41_-1.8416778_-59.3516247_32.92_NA",41,"Frag","41_-1.8416778_-59.3516247_32.92_NA",32.92,8,1,52,8,NA,NA,NA,NA,NA,NA,0.125163142954006,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.7681468_-59.75461755_487.5_NA","41_-1.7681468_-59.75461755_487.5_NA",487.5,1,7,8,52,1,0.153846153846154,"Frag","41_-1.8416778_-59.3516247_32.92_NA",NA,32.92,-1.8416778,-59.3516247,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.8416778_-59.3516247_32.92_NA",NA,NA,NA,FALSE,8,8,1,1,1,1,2,2,1.4142135623731,-0.125163142954006,-0.626308882313611,0.666590089376158,-0.617338827573232,-0.865408579819081,-0.188576027581823,487.5,6.1892902904379,0.438051084257381,3.49408037580887,0.373869894149007,-0.125163142954006
"1114",1133,"Frag__41_-1.774584688_-59.69234747_3.53_NA",41,"Frag","41_-1.774584688_-59.69234747_3.53_NA",3.53,1,1,52,1,NA,NA,NA,NA,NA,NA,-1.73460105538811,"Frag_vs_Frag","SR_level",41,"Frag__41_-1.8416778_-59.3516247_32.92_NA","41_-1.8416778_-59.3516247_32.92_NA",32.92,1,8,1,52,1,0.0192307692307692,"Frag","41_-1.774584688_-59.69234747_3.53_NA",NA,3.53,-1.774584688,-59.69234747,"Water","Tropical_Lowland",33,2420,"Terra firme","Brazil",2023,"Frag__41_-1.774584688_-59.69234747_3.53_NA",NA,NA,NA,FALSE,1,1,1,1,1,1,2,2,1.4142135623731,1.73460105538811,-0.626308882313611,0.666590089376158,-0.61249804398764,-0.869344956784666,-0.239421442238651,32.92,3.49408037580887,-0.649350089128949,1.26129787094521,-0.696271297178081,1.73460105538811
